X1	X2	X3
0.139828743834247	0.92984208326492	0.766163186591398
0.360635967013415	0.919329588783161	0.777481885576071
0.389967171563845	0.987153777725546	0.254749975810591
0.651432965797839	0.919092696831494	0.651870835446819
0.530161658668444	0.92984208326492	0.294790405656055
0.431335832524131	0.92984208326492	0.419029900476374
0.381743511004052	0.973093816993927	0.692218258858852
0.0870836271214671	0.894197198752106	0.152259207790825
0.0664564274242008	0.977463106841884	0.754542042205037
0.0935915795052703	0.879427686891958	0.730425154944749
0.333617260997962	0.973093816993927	0.788490005471647
0.0832107657365512	0.955573545760475	0.348129164553181
0.0597504342238847	0.919092696831494	0.717948996805569
0.525701326754543	0.863842938970174	0.93095850789609
0.745201181877747	0.847167916017427	0.788490005471647
0.610032828436155	0.763995721166947	0.754542042205037
0.610032828436155	0.948010127770507	0.211509994528353
0.34543342227248	0.863842938970174	0.609778424147226
0.318114231839943	0.987153777725546	0.522220961159621
0.272453341219795	0.968038932698273	0.856455896024158
0.626427762830105	0.962224207235157	0.766163186591398
0.461244865066148	0.939457708284839	0.880605066819764
0.332712411818621	0.973093816993927	0.20081799873724
0.572471925455398	0.939457708284839	0.914371869626291
0.269967363268712	0.633619126890116	0.522220961159621
0.157343672200966	0.973093816993927	0.180404301660881
0.799344762788	0.973093816993927	0.93095850789609
0.35339523028988	0.948010127770507	0.847740792209175
0.394097572513326	0.879427686891958	0.717948996805569
0.517140729867366	0.9071443597776	0.321011111342361
0.196530512073968	0.786670464375514	0.448266588766937
0.626427762830105	0.996368702049052	0.717948996805569
0.212978706361491	0.893939041069302	0.730425154944749
0.232258227611102	0.919092696831494	0.838692130681555
0.542783521906189	0.968038932698273	0.623976228870152
0.678038077224623	0.454519162228217	0.86483711604699
0.145629165600084	0.93006604426012	0.880605066819764
0.0610574290284528	0.973229030384527	0.566396112173947
0.305687445473526	0.879427686891958	0.880605066819764
0.154761426694888	0.955573545760475	0.788490005471647
0.427528074544602	0.948010127770507	0.321011111342361
0.689522932109545	0.863572015756436	0.717948996805569
0.0882754349797906	0.939457708284839	0.492589555283945
0.0525764129093977	0.987153777725546	0.880605066819764
0.244501002615581	0.948010127770507	0.180404301660881
0.249030510688399	0.962224207235157	0.678988888657639
0.543045349241575	0.939457708284839	0.742625998828543
0.534460405512723	0.955573545760475	0.522220961159621
0.435976643764547	0.93006604426012	0.507410444716055
0.605902427486674	0.879427686891958	0.307781741141148
0.618256488995948	0.939667681782489	0.595437325779336
0.242246234845964	0.948010127770507	0.551733411233063
0.0972628050158573	0.92984208326492	0.623976228870152
0.170711236226214	0.879427686891958	0.376023771129848
0.398239772724418	0.919329588783161	0.245457957794963
0.152202078482402	0.948010127770507	0.522220961159621
0.393475397952499	0.948010127770507	0.208795141456122
0.647426276589493	0.740052741822032	0.374338184692296
0.0610449869688576	0.977463106841884	0.374338184692296
0.662461397303852	0.846619521914673	0.692218258858852
0.830983899369642	0.739816989551734	0.245457957794963
0.244501002615581	0.92984208326492	0.665534560194186
0.427528074544602	0.9071443597776	0.788490005471647
0.261783473214293	0.828011206719981	0.462997844597792
0.065073213339675	0.879427686891958	0.79918200126276
0.64660476971012	0.962224207235157	0.766163186591398
0.0783499658903697	0.962224207235157	0.89506433906453
0.291739197293035	0.955573545760475	0.551733411233063
0.288055019621935	0.863842938970174	0.678988888657639
0.787021293638509	0.984427214604486	0.809551767276919
0.318114231839943	0.993008371126535	0.388676361899613
0.328793714961555	0.987153777725546	0.433603887826053
0.406557804087119	0.948010127770507	0.720467806148749
0.542783521906189	0.962224207235157	0.595437325779336
0.245625947036681	0.984427214604486	0.307781741141148
0.200655237212	0.962224207235157	0.307781741141148
0.190601423250608	0.92984208326492	0.219851857212061
0.762237607069727	0.93006604426012	0.692218258858852
0.265319237826792	0.962389167325931	0.582115355532014
0.269967363268712	0.688477234581046	0.361987636961505
0.269967363268712	0.989457264482371	0.872886363835626
0.280752464107996	0.879693462144682	0.522220961159621
0.295444916400537	0.948010127770507	0.432637848169887
0.318114231839943	0.981218264057051	0.492589555283945
0.294410775563496	0.92984208326492	0.754542042205037
0.43174850438804	0.984427214604486	0.13516288395301
0.422854603463432	0.92984208326492	0.847740792209175
0.512857257585454	0.92984208326492	0.692218258858852
0.435588605011228	0.484902278886005	0.847740792209175
0.704555083599463	0.987153777725546	0.692218258858852
0.427528074544602	0.688673681714973	0.348129164553181
0.269967363268712	0.739816989551734	0.692218258858852
0.142231004091533	0.962224207235157	0.665534560194186
0.452668401172435	0.984522259650033	0.321011111342361
0.258281198926307	0.92984208326492	0.887996737008838
0.119321158269196	0.948205397790391	0.754542042205037
0.228979906051159	0.968038932698273	0.609778424147226
0.589801251304484	0.846346233637646	0.222518114423929
0.674171439728357	0.863572015756436	0.582115355532014
0.814139303381561	0.955573545760475	0.279532193851251
0.542783521906189	0.879427686891958	0.766163186591398
0.682848528472467	0.92984208326492	0.595437325779336
0.814139303381561	0.93006604426012	0.522543610368672
0.614816184802725	0.939457708284839	0.595437325779336
0.251341176061686	0.919092696831494	0.551733411233063
0.521422248638759	0.968038932698273	0.346137388017257
0.423315820926658	0.919092696831494	0.492589555283945
0.197641773845696	0.907392770919142	0.551733411233063
0.381743511004052	0.907392770919142	0.361987636961505
